Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
male,group C,associate's degree,free/reduced,completed,divorced,sometimes,yes,2,school_bus,< 5,65,70,67
male,group D,associate's degree,free/reduced,completed,single,sometimes,no,2,school_bus,> 10,67,73,73
female,group A,some high school,free/reduced,none,married,regularly,no,4,private,> 10,36,51,47
male,group D,some college,free/reduced,none,married,regularly,no,2,school_bus,05-Oct,45,54,47
male,group B,some high school,standard,none,married,regularly,no,4,school_bus,< 5,49,41,36
male,group B,some college,standard,completed,married,never,yes,3,private,05-Oct,72,63,65
female,group A,some high school,free/reduced,none,married,regularly,yes,1,school_bus,< 5,24,29,30
female,group C,associate's degree,free/reduced,completed,married,sometimes,no,2,private,> 10,60,69,64
male,group C,master's degree,standard,completed,single,regularly,yes,2,school_bus,05-Oct,86,76,76
female,group B,high school,standard,completed,single,regularly,yes,3,private,05-Oct,69,73,78
male,group D,some high school,standard,none,single,regularly,no,5,school_bus,< 5,84,84,80
female,group C,some high school,standard,none,single,sometimes,yes,3,school_bus,05-Oct,60,71,70
female,group D,bachelor's degree,free/reduced,none,single,sometimes,no,1,private,05-Oct,60,71,74
male,group B,some college,free/reduced,completed,single,sometimes,yes,4,school_bus,05-Oct,59,69,65
female,group B,associate's degree,standard,none,married,regularly,yes,4,private,05-Oct,59,64,62
female,group C,associate's degree,standard,none,divorced,sometimes,yes,5,school_bus,< 5,66,78,75
female,group D,some college,standard,completed,single,regularly,no,4,private,05-Oct,42,54,63
male,group C,some high school,free/reduced,completed,married,regularly,no,1,school_bus,< 5,55,53,57
male,group E,associate's degree,standard,completed,married,regularly,yes,1,school_bus,> 10,100,90,87
female,group D,some college,free/reduced,none,married,regularly,yes,1,school_bus,05-Oct,65,70,76
female,group C,some college,free/reduced,completed,divorced,never,yes,4,school_bus,05-Oct,72,78,78
female,group D,associate's degree,standard,none,single,never,yes,0,private,> 10,67,64,75
female,group C,some college,standard,completed,married,regularly,yes,1,school_bus,05-Oct,54,66,68
male,group D,bachelor's degree,free/reduced,none,single,sometimes,yes,2,private,05-Oct,67,67,72
female,group D,high school,standard,none,married,sometimes,yes,1,school_bus,05-Oct,57,69,72
female,group C,associate's degree,free/reduced,completed,single,regularly,no,3,school_bus,< 5,66,75,81
female,group B,bachelor's degree,standard,none,married,regularly,yes,1,school_bus,05-Oct,79,85,89
female,group C,some college,standard,none,married,never,no,4,school_bus,< 5,51,59,49
female,group C,associate's degree,standard,none,single,sometimes,no,3,school_bus,05-Oct,95,100,95
male,group C,some college,standard,none,married,never,no,1,school_bus,05-Oct,67,57,48
female,group E,some high school,standard,completed,married,sometimes,no,1,private,05-Oct,52,59,66
male,group D,associate's degree,standard,completed,married,never,yes,3,private,< 5,94,90,88
female,group B,bachelor's degree,standard,none,divorced,sometimes,yes,3,school_bus,> 10,53,52,57
male,group B,high school,free/reduced,none,single,regularly,no,2,school_bus,05-Oct,52,46,43
male,group C,some college,free/reduced,none,single,regularly,yes,1,private,> 10,58,64,61
male,group C,some college,standard,completed,married,never,yes,1,school_bus,05-Oct,63,72,70
female,group C,associate's degree,free/reduced,none,married,sometimes,yes,3,school_bus,05-Oct,38,58,54
male,group D,bachelor's degree,standard,none,single,regularly,yes,1,private,< 5,88,93,92
female,group B,high school,standard,completed,single,regularly,no,2,private,05-Oct,29,44,42
male,group B,some high school,standard,completed,divorced,regularly,no,3,school_bus,< 5,81,61,64
female,group C,master's degree,standard,completed,single,never,yes,1,school_bus,05-Oct,82,92,100
male,group D,associate's degree,standard,completed,married,regularly,yes,2,school_bus,05-Oct,86,87,89
male,group E,associate's degree,standard,none,married,regularly,yes,1,school_bus,05-Oct,84,77,73
male,group B,high school,free/reduced,none,single,regularly,yes,0,private,> 10,68,55,50
female,group C,high school,free/reduced,none,married,sometimes,yes,1,private,05-Oct,69,77,72
male,group B,some college,free/reduced,none,divorced,sometimes,yes,0,school_bus,> 10,58,55,51
female,group B,high school,standard,completed,married,sometimes,no,1,private,05-Oct,59,72,66
female,group A,some high school,standard,none,divorced,regularly,yes,2,private,< 5,54,58,59
female,group B,associate's degree,free/reduced,completed,single,regularly,yes,0,school_bus,05-Oct,77,93,90
male,group E,bachelor's degree,free/reduced,completed,married,sometimes,no,3,school_bus,< 5,70,67,65
male,group B,high school,free/reduced,none,divorced,regularly,yes,3,private,05-Oct,63,57,55
female,group D,some college,free/reduced,completed,married,regularly,yes,1,private,05-Oct,79,91,98
male,group C,some college,standard,none,married,sometimes,no,2,private,< 5,70,70,68
male,group C,associate's degree,standard,none,divorced,sometimes,yes,1,private,05-Oct,73,69,60
female,group D,bachelor's degree,free/reduced,none,married,sometimes,yes,2,school_bus,> 10,77,78,79
female,group B,associate's degree,free/reduced,none,single,sometimes,yes,3,private,> 10,55,61,61
male,group C,some high school,standard,none,divorced,sometimes,yes,1,private,< 5,69,56,54
male,group C,high school,standard,none,married,sometimes,no,5,school_bus,> 10,70,62,62
female,group E,high school,standard,none,divorced,sometimes,yes,3,school_bus,05-Oct,65,54,51
male,group B,high school,standard,completed,married,never,yes,4,private,05-Oct,62,62,60
female,group E,associate's degree,free/reduced,none,married,sometimes,yes,2,private,< 5,56,81,78
male,group C,bachelor's degree,free/reduced,none,married,sometimes,no,1,private,< 5,52,57,51
female,group B,some high school,standard,completed,divorced,sometimes,no,1,private,05-Oct,78,86,84
female,group B,master's degree,free/reduced,none,single,sometimes,yes,0,private,05-Oct,46,65,62
male,group C,high school,standard,none,widowed,sometimes,yes,2,private,05-Oct,58,60,51
male,group E,high school,standard,completed,married,regularly,yes,1,private,05-Oct,66,68,63
female,group C,high school,free/reduced,none,married,sometimes,no,3,school_bus,05-Oct,56,67,57
female,group B,associate's degree,free/reduced,completed,single,sometimes,no,1,school_bus,< 5,38,61,59
male,group B,associate's degree,free/reduced,none,married,sometimes,yes,3,private,05-Oct,72,68,74
female,group E,some high school,standard,none,married,sometimes,yes,1,private,> 10,65,76,70
male,group D,some college,standard,completed,single,never,yes,2,private,> 10,54,52,58
male,group A,bachelor's degree,free/reduced,completed,married,sometimes,no,1,school_bus,05-Oct,77,87,83
male,group A,some college,standard,completed,married,sometimes,yes,3,school_bus,05-Oct,81,73,74
male,group D,associate's degree,standard,completed,divorced,sometimes,no,6,school_bus,05-Oct,88,87,87
male,group C,master's degree,free/reduced,completed,divorced,regularly,yes,4,school_bus,< 5,51,47,50
male,group D,some high school,standard,none,married,regularly,no,2,school_bus,< 5,65,64,54
male,group D,bachelor's degree,free/reduced,none,single,regularly,yes,1,school_bus,< 5,43,46,44
male,group D,some high school,free/reduced,completed,divorced,regularly,yes,3,school_bus,> 10,71,65,69
female,group B,master's degree,standard,none,single,sometimes,no,3,school_bus,> 10,58,85,82
female,group C,bachelor's degree,standard,completed,single,never,no,2,private,> 10,71,79,86
male,group E,some high school,standard,none,single,regularly,yes,2,school_bus,05-Oct,76,66,59
female,group B,high school,standard,none,married,never,yes,3,school_bus,05-Oct,67,76,76
male,group B,some college,standard,none,married,sometimes,yes,3,school_bus,05-Oct,83,86,75
male,group C,some college,standard,completed,divorced,regularly,yes,3,private,< 5,92,92,88
female,group A,bachelor's degree,standard,completed,married,regularly,no,1,private,> 10,85,84,86
male,group D,some college,standard,completed,divorced,sometimes,no,4,private,05-Oct,90,87,85
female,group E,some high school,standard,none,married,regularly,no,1,school_bus,05-Oct,73,61,64
male,group C,some high school,standard,none,married,regularly,yes,2,school_bus,< 5,53,48,43
female,group E,master's degree,free/reduced,none,single,sometimes,yes,2,school_bus,< 5,72,73,78
male,group C,some college,standard,completed,married,regularly,no,1,school_bus,05-Oct,85,87,83
female,group A,some college,standard,completed,divorced,never,no,2,school_bus,< 5,78,80,85
male,group B,some college,free/reduced,none,married,never,yes,2,school_bus,05-Oct,43,41,37
male,group C,associate's degree,free/reduced,none,married,never,no,3,school_bus,05-Oct,40,47,42
male,group D,associate's degree,standard,none,married,sometimes,no,5,school_bus,05-Oct,65,46,52
male,group D,high school,standard,none,married,sometimes,yes,0,private,05-Oct,66,60,63
female,group D,some college,standard,completed,married,never,yes,1,private,05-Oct,75,90,97
male,group B,some high school,standard,none,single,regularly,no,5,school_bus,05-Oct,63,59,60
male,group B,high school,standard,none,married,regularly,yes,2,school_bus,05-Oct,58,57,54
male,group E,high school,standard,none,single,regularly,yes,3,school_bus,05-Oct,62,63,54
male,group D,some high school,standard,none,married,regularly,no,2,school_bus,05-Oct,74,64,62
male,group C,bachelor's degree,standard,completed,married,sometimes,yes,2,school_bus,05-Oct,77,88,84
male,group C,high school,standard,none,divorced,sometimes,yes,4,school_bus,05-Oct,73,63,61
female,group C,some college,standard,none,married,sometimes,yes,5,school_bus,05-Oct,60,65,64
male,group B,bachelor's degree,standard,none,married,sometimes,yes,1,school_bus,05-Oct,63,47,47
male,group C,high school,standard,completed,married,sometimes,yes,3,school_bus,< 5,54,45,49
female,group C,high school,free/reduced,none,divorced,never,no,4,school_bus,> 10,42,57,52
male,group C,high school,standard,none,single,regularly,yes,4,private,> 10,62,60,55
female,group C,master's degree,standard,none,divorced,sometimes,yes,2,school_bus,05-Oct,90,96,97
female,group E,bachelor's degree,free/reduced,none,married,sometimes,yes,2,private,05-Oct,58,62,66
male,group C,high school,standard,none,married,sometimes,yes,1,school_bus,< 5,73,65,70
female,group D,bachelor's degree,standard,none,divorced,sometimes,yes,1,school_bus,< 5,50,57,63
male,group E,some high school,standard,none,married,regularly,yes,1,school_bus,05-Oct,51,36,33
female,group C,associate's degree,standard,none,married,sometimes,yes,1,school_bus,> 10,71,80,77
female,group D,associate's degree,standard,none,divorced,never,yes,3,school_bus,05-Oct,66,71,72
male,group C,some high school,standard,none,married,regularly,yes,2,school_bus,05-Oct,72,71,65
male,group C,some college,standard,completed,divorced,sometimes,yes,2,school_bus,< 5,83,85,88
female,group C,bachelor's degree,standard,completed,married,regularly,yes,3,school_bus,05-Oct,82,79,85
female,group C,associate's degree,standard,completed,married,sometimes,yes,0,school_bus,05-Oct,100,100,100
male,group D,high school,free/reduced,none,married,sometimes,no,3,school_bus,05-Oct,51,48,49
male,group B,associate's degree,standard,none,married,never,no,1,private,> 10,78,69,67
female,group C,bachelor's degree,free/reduced,none,single,regularly,yes,0,private,05-Oct,71,73,75
female,group C,bachelor's degree,standard,completed,married,sometimes,yes,1,private,> 10,86,84,93
female,group C,associate's degree,standard,none,married,sometimes,no,1,school_bus,05-Oct,84,93,99
male,group C,some high school,standard,completed,married,regularly,yes,3,school_bus,05-Oct,52,49,41
male,group E,associate's degree,free/reduced,completed,married,regularly,yes,1,school_bus,> 10,78,62,66
male,group E,associate's degree,standard,none,married,regularly,no,2,private,< 5,63,50,47
female,group A,some high school,standard,completed,married,regularly,yes,5,private,< 5,54,68,65
male,group C,bachelor's degree,free/reduced,none,single,sometimes,yes,5,private,< 5,58,62,55
male,group D,associate's degree,free/reduced,completed,married,sometimes,yes,4,private,05-Oct,60,67,66
female,group C,associate's degree,free/reduced,none,single,sometimes,no,3,school_bus,< 5,66,85,83
male,group B,high school,free/reduced,none,single,regularly,yes,2,school_bus,05-Oct,75,78,72
male,group B,associate's degree,free/reduced,none,married,sometimes,no,1,private,05-Oct,49,43,45
female,group C,bachelor's degree,standard,completed,divorced,regularly,no,2,private,> 10,76,87,87
male,group B,some college,standard,none,divorced,regularly,yes,1,school_bus,< 5,72,64,59
male,group C,some high school,free/reduced,none,widowed,regularly,no,1,school_bus,05-Oct,78,79,69
female,group D,master's degree,standard,none,married,sometimes,yes,3,private,> 10,67,69,70
female,group D,some college,standard,completed,single,regularly,yes,1,school_bus,> 10,76,86,89
male,group E,master's degree,free/reduced,none,married,regularly,yes,1,private,05-Oct,73,66,65
male,group B,some college,standard,completed,married,never,yes,2,school_bus,05-Oct,65,65,67
female,group B,some high school,standard,completed,married,regularly,yes,2,school_bus,> 10,79,91,92
male,group D,bachelor's degree,standard,none,single,sometimes,yes,2,school_bus,> 10,72,75,67
female,group C,some college,standard,completed,divorced,sometimes,yes,0,school_bus,> 10,66,68,70
female,group E,some college,free/reduced,none,married,sometimes,yes,2,school_bus,05-Oct,59,73,64
female,group C,some high school,standard,completed,married,regularly,yes,0,school_bus,05-Oct,85,90,91
female,group E,associate's degree,standard,none,divorced,regularly,no,1,private,< 5,97,99,100
female,group E,some college,standard,none,divorced,regularly,yes,0,school_bus,> 10,57,66,69
female,group B,some college,standard,none,divorced,regularly,yes,2,school_bus,> 10,46,46,50
male,group A,master's degree,free/reduced,none,divorced,regularly,yes,2,school_bus,> 10,69,64,69
male,group C,some college,standard,completed,married,sometimes,no,2,school_bus,> 10,70,68,66
female,group B,associate's degree,free/reduced,completed,married,never,no,2,private,05-Oct,73,84,91
female,group B,high school,standard,none,married,sometimes,yes,2,school_bus,< 5,73,73,75
male,group E,high school,free/reduced,none,single,never,no,1,private,< 5,46,42,36
female,group D,high school,standard,none,married,regularly,no,3,private,05-Oct,85,86,92
female,group D,bachelor's degree,standard,none,married,regularly,yes,2,school_bus,< 5,91,94,100
male,group B,some college,free/reduced,none,divorced,regularly,yes,4,school_bus,> 10,56,56,57
female,group B,some college,standard,completed,married,regularly,yes,1,school_bus,< 5,57,69,72
female,group B,some high school,standard,completed,married,never,yes,3,school_bus,> 10,78,80,84
female,group B,associate's degree,standard,none,single,sometimes,no,1,school_bus,05-Oct,61,76,78
male,group B,some high school,free/reduced,completed,single,never,yes,0,school_bus,> 10,73,81,80
male,group B,associate's degree,standard,none,married,sometimes,yes,2,school_bus,05-Oct,96,83,81
male,group B,some college,free/reduced,completed,married,sometimes,no,4,school_bus,< 5,69,65,63
female,group B,associate's degree,standard,completed,married,sometimes,yes,1,private,05-Oct,79,87,88
female,group D,some college,free/reduced,completed,married,regularly,yes,4,school_bus,< 5,66,78,75
male,group B,some college,standard,none,married,regularly,yes,0,school_bus,05-Oct,65,65,67
female,group D,associate's degree,free/reduced,completed,divorced,sometimes,yes,1,school_bus,05-Oct,42,55,58
male,group B,high school,free/reduced,none,single,sometimes,no,1,school_bus,> 10,60,61,53
male,group C,high school,standard,none,married,sometimes,no,2,school_bus,05-Oct,75,66,65
female,group B,some high school,free/reduced,none,married,never,yes,1,private,05-Oct,47,65,58
female,group B,associate's degree,standard,none,married,sometimes,no,2,school_bus,> 10,66,66,67
female,group D,high school,free/reduced,none,married,regularly,yes,3,private,05-Oct,51,59,60
male,group B,some college,free/reduced,none,single,sometimes,yes,0,school_bus,05-Oct,41,49,43
male,group B,some high school,standard,none,married,regularly,yes,4,school_bus,< 5,82,71,65
female,group E,high school,standard,none,divorced,regularly,no,3,school_bus,< 5,74,88,83
male,group B,some college,standard,completed,divorced,regularly,no,1,school_bus,05-Oct,57,53,58
female,group E,bachelor's degree,free/reduced,none,married,sometimes,yes,3,private,05-Oct,66,74,75
male,group D,associate's degree,standard,none,single,never,yes,4,school_bus,> 10,64,58,57
male,group E,high school,standard,none,single,regularly,yes,1,school_bus,05-Oct,91,78,82
female,group C,high school,standard,none,married,regularly,no,1,school_bus,05-Oct,72,74,71
female,group E,some college,standard,completed,single,regularly,no,4,private,05-Oct,70,79,80
female,group A,some college,free/reduced,none,married,sometimes,no,2,private,05-Oct,59,72,74
male,group C,high school,free/reduced,completed,married,regularly,yes,4,private,05-Oct,55,46,47
female,group C,high school,standard,none,married,sometimes,yes,0,private,05-Oct,19,44,41
male,group D,high school,free/reduced,none,married,sometimes,yes,1,school_bus,05-Oct,38,35,40
male,group B,high school,standard,none,single,regularly,yes,2,school_bus,> 10,88,79,79
male,group D,some high school,free/reduced,none,married,sometimes,yes,0,school_bus,< 5,48,45,49
male,group C,high school,standard,completed,single,sometimes,no,3,private,< 5,90,90,88
female,group B,associate's degree,standard,none,married,regularly,yes,3,school_bus,05-Oct,84,81,83
female,group C,master's degree,free/reduced,completed,divorced,regularly,no,2,school_bus,< 5,72,92,92
female,group C,some college,standard,none,single,regularly,no,3,school_bus,05-Oct,81,95,91
female,group C,some college,standard,none,married,regularly,yes,2,school_bus,< 5,66,75,71
male,group C,some high school,standard,completed,married,sometimes,yes,3,school_bus,05-Oct,91,89,85
female,group A,high school,free/reduced,none,single,regularly,yes,3,private,> 10,24,39,36
female,group A,some college,standard,none,married,regularly,yes,4,school_bus,05-Oct,57,61,63
female,group C,bachelor's degree,free/reduced,completed,married,sometimes,yes,1,school_bus,05-Oct,61,68,71
female,group C,high school,free/reduced,completed,divorced,regularly,no,3,school_bus,< 5,53,69,71
female,group B,associate's degree,standard,completed,single,sometimes,no,1,private,05-Oct,76,87,84
female,group D,high school,free/reduced,none,divorced,regularly,yes,1,private,05-Oct,60,79,74
female,group C,master's degree,standard,none,married,sometimes,yes,2,school_bus,05-Oct,66,73,75
male,group A,associate's degree,free/reduced,none,single,sometimes,no,2,school_bus,05-Oct,55,47,49
female,group D,bachelor's degree,standard,none,single,sometimes,yes,3,private,05-Oct,51,51,64
male,group D,some college,free/reduced,none,single,regularly,yes,3,school_bus,05-Oct,69,68,65
male,group C,some college,standard,none,single,sometimes,no,5,private,05-Oct,67,64,66
male,group D,associate's degree,standard,none,divorced,regularly,yes,3,school_bus,05-Oct,76,61,61
female,group E,some college,standard,none,married,never,no,2,school_bus,> 10,55,62,64
male,group D,some high school,standard,completed,single,regularly,yes,6,private,05-Oct,70,63,61
male,group E,some high school,free/reduced,none,married,sometimes,yes,3,private,> 10,77,70,67
female,group B,some high school,standard,none,married,regularly,yes,1,school_bus,05-Oct,65,68,70
male,group A,high school,standard,completed,single,regularly,no,1,school_bus,05-Oct,72,65,68
male,group B,high school,standard,completed,married,sometimes,yes,1,private,05-Oct,55,55,56
female,group C,some college,standard,none,divorced,sometimes,yes,1,school_bus,05-Oct,35,58,48
male,group E,some college,standard,none,married,sometimes,no,2,private,< 5,88,77,80
female,group D,high school,free/reduced,none,married,sometimes,yes,3,school_bus,05-Oct,70,79,79
male,group C,some college,standard,completed,single,never,yes,0,private,05-Oct,83,80,79
female,group D,high school,standard,none,divorced,never,no,5,private,> 10,56,65,68
male,group C,some college,standard,none,single,sometimes,no,4,school_bus,05-Oct,80,74,67
female,group E,some high school,standard,completed,married,sometimes,no,2,school_bus,05-Oct,52,75,67
male,group D,some high school,standard,none,single,sometimes,yes,7,school_bus,> 10,83,83,86
female,group B,some high school,free/reduced,completed,divorced,sometimes,no,2,school_bus,05-Oct,60,75,76
female,group A,some high school,free/reduced,none,married,sometimes,yes,4,school_bus,05-Oct,58,67,67
female,group D,associate's degree,free/reduced,none,single,regularly,yes,3,private,05-Oct,64,73,73
male,group C,associate's degree,standard,none,single,sometimes,no,3,school_bus,05-Oct,68,60,58
female,group D,bachelor's degree,standard,none,single,regularly,yes,3,school_bus,05-Oct,71,70,78
female,group D,high school,free/reduced,none,married,sometimes,yes,2,school_bus,< 5,45,58,60
female,group A,some college,standard,none,divorced,never,no,3,school_bus,< 5,42,53,51
female,group B,some college,free/reduced,none,married,regularly,yes,5,school_bus,< 5,40,61,56
female,group C,some college,free/reduced,none,married,sometimes,yes,4,school_bus,< 5,55,75,67
male,group B,associate's degree,standard,completed,divorced,sometimes,no,1,school_bus,05-Oct,90,81,86
male,group E,some college,free/reduced,completed,single,sometimes,yes,1,school_bus,> 10,69,64,60
female,group B,some college,standard,completed,single,sometimes,yes,2,school_bus,> 10,70,81,82
male,group B,high school,standard,none,divorced,regularly,yes,0,school_bus,05-Oct,64,54,62
female,group C,associate's degree,standard,none,married,regularly,yes,2,school_bus,05-Oct,58,62,62
female,group A,some high school,standard,completed,married,sometimes,no,2,school_bus,05-Oct,72,85,86
female,group D,master's degree,standard,completed,divorced,sometimes,yes,2,private,< 5,79,93,93
male,group A,some high school,free/reduced,none,divorced,never,no,2,private,05-Oct,28,36,29
female,group C,some college,standard,completed,married,sometimes,no,2,school_bus,< 5,69,71,74
female,group D,some high school,standard,none,married,sometimes,yes,2,school_bus,05-Oct,47,61,57
female,group C,some high school,free/reduced,completed,single,sometimes,yes,2,school_bus,< 5,34,63,60
female,group C,some college,standard,completed,divorced,regularly,no,3,private,05-Oct,40,50,54
male,group C,some college,standard,completed,single,sometimes,yes,3,school_bus,< 5,64,74,69
male,group D,some college,free/reduced,none,married,regularly,yes,2,private,05-Oct,35,33,33
female,group B,bachelor's degree,standard,none,married,sometimes,yes,2,school_bus,05-Oct,74,77,82
female,group B,high school,standard,none,married,regularly,yes,2,school_bus,> 10,78,90,88
male,group C,associate's degree,standard,completed,married,regularly,yes,2,school_bus,< 5,60,47,54
female,group B,bachelor's degree,standard,none,married,regularly,yes,6,school_bus,05-Oct,90,90,92
female,group D,some high school,standard,none,divorced,never,yes,2,school_bus,05-Oct,60,76,75
female,group B,bachelor's degree,standard,none,divorced,sometimes,yes,2,school_bus,> 10,91,98,100
male,group E,some college,standard,none,married,sometimes,no,4,school_bus,05-Oct,71,49,54
female,group C,some college,free/reduced,none,married,regularly,yes,1,school_bus,05-Oct,27,40,41
female,group C,some college,standard,none,married,sometimes,no,3,school_bus,< 5,76,86,82
female,group D,some high school,free/reduced,none,single,regularly,yes,1,school_bus,< 5,38,53,56
female,group C,associate's degree,free/reduced,completed,married,regularly,yes,3,private,< 5,53,67,65
female,group D,high school,standard,none,married,regularly,yes,3,school_bus,> 10,76,74,77
male,group E,some high school,standard,completed,divorced,regularly,no,5,private,05-Oct,68,62,65
male,group E,associate's degree,free/reduced,none,divorced,never,yes,1,school_bus,05-Oct,65,49,45
female,group B,high school,standard,completed,married,sometimes,yes,6,school_bus,05-Oct,68,79,81
female,group D,some college,standard,completed,married,sometimes,yes,2,school_bus,05-Oct,71,88,91
female,group C,some high school,standard,none,divorced,regularly,no,3,private,05-Oct,72,76,77
male,group D,some high school,standard,completed,married,regularly,no,1,private,05-Oct,89,82,88
male,group C,high school,free/reduced,completed,married,regularly,yes,0,school_bus,05-Oct,71,70,65
female,group C,some high school,standard,completed,married,sometimes,no,2,school_bus,< 5,63,64,62
male,group C,master's degree,standard,none,single,never,yes,3,school_bus,> 10,54,55,52
female,group C,high school,standard,none,married,never,no,2,school_bus,05-Oct,64,75,70
male,group A,high school,standard,completed,divorced,regularly,yes,2,private,05-Oct,71,61,60
male,group D,some high school,free/reduced,none,married,sometimes,yes,5,private,05-Oct,57,50,46
male,group B,master's degree,standard,none,single,sometimes,no,2,private,< 5,73,65,61
male,group D,bachelor's degree,standard,none,married,sometimes,yes,2,private,05-Oct,73,67,66
female,group C,some high school,standard,none,married,sometimes,yes,0,school_bus,05-Oct,57,73,66
female,group B,some college,standard,completed,married,sometimes,yes,1,private,< 5,76,76,79
male,group C,bachelor's degree,standard,completed,married,sometimes,no,2,school_bus,< 5,65,63,73
female,group B,high school,standard,none,single,sometimes,yes,1,school_bus,05-Oct,64,60,60
male,group C,some college,standard,none,married,sometimes,no,2,school_bus,05-Oct,74,66,65
male,group B,high school,free/reduced,none,married,never,yes,0,private,05-Oct,52,59,55
male,group E,some college,standard,completed,married,sometimes,yes,2,private,> 10,93,81,79
male,group C,high school,free/reduced,none,divorced,never,yes,2,private,> 10,60,63,57
male,group D,some college,standard,none,single,sometimes,no,2,school_bus,05-Oct,60,56,57
female,group C,master's degree,free/reduced,none,single,regularly,yes,2,private,05-Oct,76,88,87
male,group B,associate's degree,free/reduced,completed,single,regularly,no,2,school_bus,< 5,35,35,41
female,group B,bachelor's degree,free/reduced,none,married,sometimes,yes,2,private,< 5,41,65,63
male,group D,associate's degree,free/reduced,none,married,sometimes,yes,1,school_bus,05-Oct,75,74,70
male,group C,high school,free/reduced,completed,married,regularly,no,2,private,05-Oct,56,62,60
male,group E,some college,free/reduced,completed,single,sometimes,yes,2,private,05-Oct,55,54,54
female,group D,bachelor's degree,standard,none,single,sometimes,no,3,private,< 5,59,74,70
male,group E,some college,standard,completed,married,sometimes,yes,3,school_bus,05-Oct,79,70,73
female,group C,some college,standard,none,single,regularly,yes,3,private,05-Oct,44,47,53
female,group A,high school,standard,none,single,sometimes,yes,3,private,< 5,79,76,75
male,group C,high school,free/reduced,none,divorced,regularly,yes,4,school_bus,05-Oct,65,61,58
male,group D,associate's degree,free/reduced,none,widowed,sometimes,yes,3,private,< 5,44,52,45
female,group E,high school,standard,completed,married,sometimes,yes,5,school_bus,05-Oct,73,74,74
female,group B,master's degree,free/reduced,none,married,sometimes,no,1,school_bus,> 10,69,74,74
female,group C,high school,standard,completed,single,sometimes,yes,1,private,< 5,69,70,74
male,group D,associate's degree,standard,completed,divorced,sometimes,yes,2,school_bus,> 10,93,90,96
male,group B,high school,standard,none,single,regularly,yes,2,school_bus,05-Oct,62,49,50
female,group D,some college,free/reduced,none,married,sometimes,yes,2,school_bus,05-Oct,52,66,66
male,group D,high school,standard,none,married,regularly,yes,0,private,< 5,72,67,66
male,group D,associate's degree,standard,none,married,sometimes,yes,3,school_bus,> 10,74,69,72
male,group E,some college,free/reduced,completed,married,regularly,yes,3,private,05-Oct,38,43,39
male,group D,associate's degree,standard,none,married,sometimes,yes,2,school_bus,05-Oct,64,56,55
male,group D,high school,free/reduced,none,married,regularly,yes,3,private,< 5,46,49,38
male,group D,some high school,free/reduced,none,divorced,never,yes,1,school_bus,< 5,53,44,42
female,group D,some college,standard,none,married,regularly,yes,2,school_bus,05-Oct,55,64,70
female,group B,high school,free/reduced,none,divorced,sometimes,yes,3,private,05-Oct,70,84,86
male,group B,high school,free/reduced,completed,married,sometimes,yes,4,school_bus,< 5,67,65,63
female,group C,some college,free/reduced,none,married,regularly,no,1,school_bus,05-Oct,26,41,41
female,group D,some college,free/reduced,completed,single,regularly,no,4,private,05-Oct,40,49,59
male,group B,some college,free/reduced,completed,single,regularly,no,7,private,05-Oct,79,84,86
female,group B,some high school,free/reduced,none,married,sometimes,yes,0,school_bus,< 5,40,44,46
female,group D,some college,standard,completed,single,regularly,no,3,private,> 10,75,90,92
female,group B,some college,standard,none,married,regularly,yes,2,school_bus,05-Oct,67,73,75
female,group C,associate's degree,standard,none,married,sometimes,yes,2,private,< 5,63,68,71
female,group C,high school,free/reduced,none,divorced,regularly,no,3,school_bus,05-Oct,63,75,69
female,group C,some college,free/reduced,completed,married,sometimes,no,1,school_bus,05-Oct,54,62,64
male,group B,some college,free/reduced,completed,single,sometimes,yes,2,school_bus,05-Oct,52,50,56
female,group D,some high school,free/reduced,completed,divorced,sometimes,yes,3,private,> 10,48,65,65
male,group B,some college,standard,none,single,sometimes,no,3,school_bus,05-Oct,40,42,39
male,group D,high school,free/reduced,none,married,regularly,yes,3,school_bus,< 5,63,58,50
female,group A,some college,free/reduced,none,single,sometimes,no,2,school_bus,< 5,51,70,61
male,group D,associate's degree,standard,none,single,regularly,yes,1,private,> 10,84,81,83
male,group D,some college,standard,none,single,sometimes,yes,0,school_bus,< 5,68,69,66
male,group B,some high school,free/reduced,completed,single,sometimes,yes,4,school_bus,05-Oct,59,64,51
male,group C,high school,standard,none,married,never,no,1,school_bus,05-Oct,65,62,58
female,group C,some college,standard,none,married,sometimes,yes,4,private,05-Oct,67,78,79
female,group B,associate's degree,standard,none,widowed,regularly,yes,0,school_bus,> 10,62,75,69
female,group A,some college,free/reduced,none,divorced,regularly,yes,1,school_bus,05-Oct,70,77,78
female,group D,associate's degree,standard,none,single,sometimes,yes,1,school_bus,05-Oct,77,84,80
female,group B,associate's degree,free/reduced,none,single,sometimes,yes,0,school_bus,05-Oct,69,86,82
female,group B,master's degree,standard,completed,married,never,yes,3,school_bus,05-Oct,62,81,79
male,group C,some college,standard,none,widowed,sometimes,no,5,private,05-Oct,76,86,70
male,group D,bachelor's degree,free/reduced,none,divorced,regularly,yes,2,school_bus,05-Oct,75,71,68
